Vibration(mm/s),Temperature(°C),FlowRate(LPM),RPM,Lubrication_Level(%),Pressure(bar),Failure
1.26,66.15,518.01,1206.03,32.46,9.19,1
6.51,46.78,472.71,1378.04,25.63,9.38,1
2.4,99.07,609.72,1777.86,27.58,1.8,1
2.06,98.95,504.56,1324.39,26.58,9.96,1
6.62,50.25,715.76,1393.65,85.34,0.92,1
6.83,55.48,410.46,1666.07,15.41,4.98,1
1.2,44.5,333.31,1320.4,14.73,0.91,1
3.05,102.59,633.67,1604.65,61.3,1.78,1
6.96,104.23,581.4,1307.66,14.11,5.83,1
6.04,99.88,560.26,1500.85,83.92,10.13,1
1.75,97.07,377.97,1225.86,76.43,0.54,1
3.04,101.09,320.8,1419.97,77.18,10.05,1
0.94,108.22,573.82,1664.1,28.74,1.56,1
6.26,96.94,534.99,1635.79,79.87,8.23,1
6.05,54.82,322.38,1458.68,18.4,3.07,1
2.5,96.11,369.6,1254.11,78.47,4.6,1
6.59,55.0,394.82,1573.62,33.72,6.12,1
2.68,100.51,448.76,1274.77,34.53,9.19,1
6.95,43.89,396.9,1659.0,81.79,9.17,1
0.59,58.39,352.14,1215.1,24.8,5.29,1
1.43,109.74,737.82,1695.84,75.43,1.29,1
6.78,30.37,509.3,1228.21,75.37,0.89,1
1.93,49.35,518.43,1286.04,13.12,1.17,1
1.27,100.63,313.96,1611.04,23.57,2.38,1
1.82,97.05,350.65,1424.14,28.12,0.72,1
6.47,62.29,287.61,1219.13,78.98,9.15,1
6.27,54.63,493.74,1673.54,75.71,1.5,1
1.1,105.01,364.97,1604.64,27.46,4.86,1
2.11,55.33,385.67,1282.08,97.7,0.68,1
6.55,53.5,313.53,1565.35,83.13,10.57,1
3.53,41.05,399.92,1638.54,31.79,5.07,1
6.13,58.72,361.84,1642.37,73.39,9.97,1
2.41,103.98,387.75,1340.06,22.32,4.39,1
1.17,101.07,632.04,1660.29,78.07,1.47,1
3.42,100.84,622.8,1365.21,30.12,9.84,1
3.22,105.03,530.73,1604.98,64.77,0.97,1
1.52,108.89,443.33,1257.17,12.86,3.16,1
1.2,95.93,434.29,1208.76,67.23,9.47,1
3.18,65.19,308.59,1245.63,28.97,10.96,1
6.5,49.65,377.55,1560.29,63.92,1.42,1
6.0,95.67,369.22,1421.55,78.86,1.63,1
2.6,100.14,545.21,1627.23,15.73,6.63,1
1.89,36.27,706.2,1230.07,94.06,1.22,1
3.34,109.98,718.1,1618.15,30.06,3.79,1
2.32,57.64,734.35,1696.52,26.44,6.26,1
6.92,55.0,375.55,1525.14,27.85,0.64,1
6.86,57.44,513.95,1621.08,27.92,2.62,1
1.84,50.24,722.32,1652.48,83.92,10.07,1
1.9,99.29,359.96,1443.81,29.9,4.57,1
5.52,40.92,575.65,1261.08,92.21,10.51,1
6.23,106.4,795.27,1380.95,78.73,6.21,1
0.59,52.13,463.9,1623.33,31.55,10.96,1
1.31,100.13,587.07,1256.84,92.58,9.38,1
5.96,64.31,340.84,1217.59,76.22,3.05,1
6.88,53.64,568.42,1205.94,17.15,7.54,1
6.69,95.41,485.84,1281.04,90.68,8.21,1
6.17,46.98,507.57,1277.99,78.98,0.51,1
5.93,106.89,777.91,1397.19,78.5,7.08,1
1.22,95.02,424.12,1699.74,33.94,5.81,1
5.68,42.4,268.6,1697.83,25.18,6.21,1
1.37,95.66,578.26,1236.84,81.56,1.42,1
2.5,98.37,579.79,1622.37,29.06,8.57,1
6.62,106.6,391.99,1650.13,88.4,4.0,1
6.7,53.22,365.7,1345.4,13.59,6.51,1
1.95,97.42,501.52,1201.3,86.97,9.18,1
6.08,104.35,516.67,1409.93,21.0,3.33,1
2.54,106.7,524.95,1673.17,11.0,4.84,1
1.77,109.25,326.92,1292.43,13.0,8.18,1
0.75,101.78,420.39,1215.7,20.97,3.56,1
6.64,107.32,625.76,1357.25,26.8,7.67,1
6.85,31.69,622.7,1239.92,86.86,10.12,1
5.61,99.03,572.19,1445.27,63.16,10.11,1
1.05,97.24,610.39,1691.26,33.42,5.61,1
6.23,51.81,795.15,1616.02,78.52,10.63,1
2.85,97.66,762.03,1659.88,94.92,4.48,1
1.32,45.88,777.96,1670.03,76.1,0.85,1
6.41,96.35,513.86,1275.39,71.03,9.91,1
3.09,43.74,302.04,1605.2,76.33,1.43,1
2.78,62.24,751.21,1608.08,16.33,1.68,1
0.75,108.69,736.66,1634.46,80.1,6.48,1
1.84,97.58,348.63,1675.29,13.68,4.34,1
1.13,106.58,565.23,1438.38,33.16,0.59,1
5.63,42.15,363.8,1254.6,80.64,3.54,1
6.86,48.94,532.13,1788.11,13.33,1.75,1
1.24,103.14,718.14,1216.21,65.78,4.33,1
5.72,67.03,639.25,1610.91,82.14,0.7,1
5.64,43.78,365.31,1592.98,25.23,6.5,1
5.71,99.94,305.06,1660.24,87.29,5.02,1
5.56,51.91,548.62,1619.07,27.17,8.78,1
1.9,105.37,514.34,1604.28,91.06,9.26,1
6.92,107.97,484.99,1202.23,80.14,6.42,1
0.79,96.22,382.99,1230.25,90.62,1.63,1
5.53,54.63,460.01,1210.51,10.64,4.0,1
1.19,53.22,382.65,1219.08,59.39,10.98,1
2.34,108.99,781.47,1317.78,92.75,1.3,1
3.57,57.05,767.45,1385.65,13.48,9.89,1
6.77,51.78,210.05,1685.79,19.54,2.19,1
-0.34,107.7,305.79,1551.2,68.02,9.68,1
